"runs","minutes","balls.faced","strike.rate","position","dismissal","inninng","opposition","player","team","year","event","country","home","goodsr","first","start","avg","cohort","years.played","top.team","rmean","rmedian"
241,613,436,55.27,4,"not out",1,"Australia","SR Tendulkar","India",2004,0,"Australia",0,1,1,1989,53.78,"90s",15,1,99.292555240821,63
248,552,379,65.43,4,"not out",2,"Bangladesh","SR Tendulkar","India",2004,0,"Bangladesh",0,1,1,1989,53.78,"90s",15,0,99.292555240821,63
214,547,363,58.95,4,"bowled",2,"Australia","SR Tendulkar","India",2010,1,"India",1,1,1,1989,53.78,"90s",21,1,99.292555240821,63
177,462,360,49.16,4,"caught",1,"England","SR Tendulkar","India",1996,1,"England",0,1,1,1989,53.78,"90s",7,0,99.292555240821,63
194,493,348,55.74,4,"not out",1,"Pakistan","SR Tendulkar","India",2004,0,"Pakistan",0,1,1,1989,53.78,"90s",15,0,99.292555240821,63
203,516,347,58.5,4,"caught",2,"Sri Lanka","SR Tendulkar","India",2010,1,"Sri Lanka",0,1,1,1989,53.78,"90s",21,0,99.292555240821,63
217,494,344,63.08,4,"caught",1,"New Zealand","SR Tendulkar","India",1999,1,"India",1,1,1,1989,53.78,"90s",10,0,99.292555240821,63
193,434,330,58.48,4,"lbw",1,"England","SR Tendulkar","India",2002,1,"England",0,1,1,1989,53.78,"90s",13,0,99.292555240821,63
179,414,322,55.59,4,"caught",1,"West Indies","SR Tendulkar","India",1994,1,"India",1,1,1,1989,53.78,"90s",5,0,99.292555240821,63
176,440,316,55.69,4,"caught",2,"Zimbabwe","SR Tendulkar","India",2002,1,"India",1,1,1,1989,53.78,"90s",13,0,99.292555240821,63
146,465,314,46.49,4,"bowled",2,"South Africa","SR Tendulkar","India",2011,1,"South Africa",0,1,1,1989,53.78,"90s",22,1,99.292555240821,63
176,419,298,59.06,4,"caught",3,"West Indies","SR Tendulkar","India",2002,1,"India",1,1,2,1989,53.78,"90s",13,0,99.292555240821,63
165,361,296,55.74,4,"caught",1,"England","SR Tendulkar","India",1993,1,"India",1,1,1,1989,53.78,"90s",4,0,99.292555240821,63
201,392,281,71.53,4,"not out",1,"Zimbabwe","SR Tendulkar","India",2000,0,"India",1,1,1,1989,53.78,"90s",11,0,99.292555240821,63
136,405,273,49.81,4,"caught",4,"Pakistan","SR Tendulkar","India",1999,1,"India",1,1,2,1989,53.78,"90s",10,1,99.292555240821,63
111,373,270,41.11,4,"caught",2,"South Africa","SR Tendulkar","India",1992,1,"South Africa",0,0,1,1989,53.78,"90s",3,1,99.292555240821,63
139,397,266,52.25,4,"caught",2,"Sri Lanka","SR Tendulkar","India",1997,1,"Sri Lanka",0,1,1,1989,53.78,"90s",8,0,99.292555240821,63
117,356,260,45,4,"lbw",1,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
160,397,260,61.53,4,"caught",2,"New Zealand","SR Tendulkar","India",2009,1,"New Zealand",0,1,1,1989,53.78,"90s",20,0,99.292555240821,63
169,329,254,66.53,5,"caught",2,"South Africa","SR Tendulkar","India",1997,1,"South Africa",0,1,1,1989,53.78,"90s",8,1,99.292555240821,63
126,397,248,50.8,4,"not out",3,"New Zealand","SR Tendulkar","India",1999,0,"India",1,1,2,1989,53.78,"90s",10,0,99.292555240821,63
143,292,247,57.89,4,"caught",1,"Sri Lanka","SR Tendulkar","India",1997,1,"Sri Lanka",0,1,1,1989,53.78,"90s",8,0,99.292555240821,63
148,320,244,60.65,5,"bowled",1,"Sri Lanka","SR Tendulkar","India",1997,1,"India",1,1,1,1989,53.78,"90s",8,0,99.292555240821,63
154,429,243,63.37,4,"not out",2,"Australia","SR Tendulkar","India",2008,0,"Australia",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
111,327,241,46.05,5,"not out",3,"South Africa","SR Tendulkar","India",2010,0,"South Africa",0,1,2,1989,53.78,"90s",21,1,99.292555240821,63
124,308,235,52.76,4,"not out",3,"Sri Lanka","SR Tendulkar","India",1999,0,"Sri Lanka",0,1,2,1989,53.78,"90s",10,0,99.292555240821,63
88,306,233,37.76,4,"run out",2,"West Indies","SR Tendulkar","India",1997,1,"West Indies",0,0,1,1989,53.78,"90s",8,0,99.292555240821,63
122,283,233,52.36,4,"caught",2,"Zimbabwe","SR Tendulkar","India",2000,1,"India",1,1,1,1989,53.78,"90s",11,0,99.292555240821,63
83,287,231,35.93,4,"caught",1,"West Indies","SR Tendulkar","India",1997,1,"West Indies",0,0,1,1989,53.78,"90s",8,0,99.292555240821,63
126,346,230,54.78,4,"caught",2,"Australia","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,1,99.292555240821,63
122,354,226,53.98,4,"not out",1,"Bangladesh","SR Tendulkar","India",2007,0,"Bangladesh",0,1,1,1989,53.78,"90s",18,0,99.292555240821,63
142,260,224,63.39,4,"caught",1,"Sri Lanka","SR Tendulkar","India",1994,1,"India",1,1,1,1989,53.78,"90s",5,0,99.292555240821,63
78,285,213,36.61,4,"lbw",2,"England","SR Tendulkar","India",1993,1,"India",1,0,1,1989,53.78,"90s",4,0,99.292555240821,63
100,298,211,47.39,5,"not out",3,"Sri Lanka","SR Tendulkar","India",2009,0,"India",1,1,2,1989,53.78,"90s",20,1,99.292555240821,63
73,272,208,35.09,5,"caught",2,"South Africa","SR Tendulkar","India",1993,1,"South Africa",0,0,1,1989,53.78,"90s",4,1,99.292555240821,63
177,298,207,85.5,4,"bowled",1,"Australia","SR Tendulkar","India",1998,1,"India",1,1,1,1989,53.78,"90s",9,1,99.292555240821,63
106,266,206,51.45,4,"caught",2,"South Africa","SR Tendulkar","India",2010,1,"India",1,1,1,1989,53.78,"90s",21,1,99.292555240821,63
153,342,205,74.63,4,"caught",1,"Australia","SR Tendulkar","India",2008,1,"Australia",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
94,301,202,46.53,4,"caught",2,"Pakistan","SR Tendulkar","India",2005,1,"India",1,1,1,1989,53.78,"90s",16,0,99.292555240821,63
90,263,198,45.45,4,"stumped",2,"England","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,0,99.292555240821,63
103,254,197,52.28,4,"caught",2,"England","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,0,99.292555240821,63
91,259,197,46.19,4,"lbw",2,"England","SR Tendulkar","India",2007,1,"England",0,1,1,1989,53.78,"90s",18,0,99.292555240821,63
109,310,196,55.61,4,"lbw",1,"Sri Lanka","SR Tendulkar","India",2005,1,"India",1,1,1,1989,53.78,"90s",16,1,99.292555240821,63
103,317,196,52.55,4,"not out",4,"England","SR Tendulkar","India",2008,0,"India",1,1,2,1989,53.78,"90s",19,0,99.292555240821,63
82,298,192,42.7,4,"caught",1,"England","SR Tendulkar","India",2007,1,"England",0,0,1,1989,53.78,"90s",18,0,99.292555240821,63
155,286,191,81.15,4,"not out",3,"Australia","SR Tendulkar","India",1998,0,"India",1,1,2,1989,53.78,"90s",9,1,99.292555240821,63
116,283,191,60.73,4,"caught",2,"Australia","SR Tendulkar","India",1999,1,"Australia",0,1,1,1989,53.78,"90s",10,1,99.292555240821,63
98,251,189,51.85,5,"lbw",2,"Australia","SR Tendulkar","India",2010,1,"India",1,1,1,1989,53.78,"90s",21,1,99.292555240821,63
109,274,188,57.97,4,"lbw",1,"Australia","SR Tendulkar","India",2008,1,"India",1,1,1,1989,53.78,"90s",19,1,99.292555240821,63
155,233,184,84.23,4,"caught",1,"South Africa","SR Tendulkar","India",2001,1,"South Africa",0,1,1,1989,53.78,"90s",12,1,99.292555240821,63
143,259,182,78.57,4,"caught",2,"Bangladesh","SR Tendulkar","India",2010,1,"Bangladesh",0,1,1,1989,53.78,"90s",21,0,99.292555240821,63
100,275,179,55.86,4,"bowled",3,"South Africa","SR Tendulkar","India",2010,1,"India",1,1,2,1989,53.78,"90s",21,1,99.292555240821,63
122,263,177,68.92,4,"caught",3,"England","SR Tendulkar","India",1996,1,"England",0,1,2,1989,53.78,"90s",7,0,99.292555240821,63
55,238,175,31.42,4,"caught",2,"New Zealand","SR Tendulkar","India",2003,1,"India",1,0,1,1989,53.78,"90s",14,0,99.292555240821,63
61,211,173,35.26,4,"caught",1,"South Africa","SR Tendulkar","India",1996,1,"India",1,0,1,1989,53.78,"90s",7,1,99.292555240821,63
91,235,172,52.9,4,"lbw",3,"England","SR Tendulkar","India",2011,1,"England",0,1,2,1989,53.78,"90s",22,1,99.292555240821,63
101,274,169,59.76,4,"caught",1,"Bangladesh","SR Tendulkar","India",2007,1,"Bangladesh",0,1,1,1989,53.78,"90s",18,0,99.292555240821,63
105,246,166,63.25,4,"not out",1,"Bangladesh","SR Tendulkar","India",2010,0,"Bangladesh",0,1,1,1989,53.78,"90s",21,0,99.292555240821,63
97,208,163,59.5,4,"caught",1,"South Africa","SR Tendulkar","India",2000,1,"India",1,1,1,1989,53.78,"90s",11,1,99.292555240821,63
114,228,161,70.8,4,"caught",2,"Australia","SR Tendulkar","India",1992,1,"Australia",0,1,1,1989,53.78,"90s",3,0,99.292555240821,63
104,217,161,64.59,4,"not out",3,"Sri Lanka","SR Tendulkar","India",1993,0,"Sri Lanka",0,1,2,1989,53.78,"90s",4,0,99.292555240821,63
81,257,159,50.94,4,"bowled",2,"Australia","SR Tendulkar","India",2013,1,"India",1,1,1,1989,53.78,"90s",24,1,99.292555240821,63
76,202,155,49.03,4,"caught",1,"England","SR Tendulkar","India",2012,1,"India",1,1,1,1989,53.78,"90s",23,1,99.292555240821,63
94,219,153,61.43,4,"caught",2,"West Indies","SR Tendulkar","India",2011,1,"India",1,1,1,1989,53.78,"90s",22,0,99.292555240821,63
71,202,152,46.71,4,"caught",2,"Sri Lanka","SR Tendulkar","India",1993,1,"Sri Lanka",0,1,1,1989,53.78,"90s",4,0,99.292555240821,63
113,200,151,74.83,5,"caught",3,"New Zealand","SR Tendulkar","India",1998,1,"New Zealand",0,1,2,1989,53.78,"90s",9,0,99.292555240821,63
76,200,148,51.35,4,"lbw",4,"West Indies","SR Tendulkar","India",2011,1,"India",1,1,2,1989,53.78,"90s",22,0,99.292555240821,63
92,222,147,62.58,4,"caught",2,"West Indies","SR Tendulkar","India",1997,1,"West Indies",0,1,1,1989,53.78,"90s",8,0,99.292555240821,63
88,229,144,61.11,5,"caught",2,"England","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,0,99.292555240821,63
84,168,142,59.15,4,"lbw",3,"Sri Lanka","SR Tendulkar","India",2010,1,"Sri Lanka",0,1,2,1989,53.78,"90s",21,0,99.292555240821,63
80,213,141,56.73,4,"caught",3,"Australia","SR Tendulkar","India",2012,1,"Australia",0,1,2,1989,53.78,"90s",23,1,99.292555240821,63
96,180,140,68.57,4,"bowled",1,"Sri Lanka","SR Tendulkar","India",1994,1,"India",1,1,1,1989,53.78,"90s",5,0,99.292555240821,63
86,162,139,61.87,4,"bowled",4,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,1,2,1989,53.78,"90s",13,0,99.292555240821,63
54,180,138,39.13,4,"caught",3,"West Indies","SR Tendulkar","India",1994,1,"India",1,0,2,1989,53.78,"90s",5,0,99.292555240821,63
79,191,136,58.08,4,"lbw",2,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,1,1,1989,53.78,"90s",13,0,99.292555240821,63
69,185,135,51.11,4,"caught",3,"Zimbabwe","SR Tendulkar","India",2001,1,"Zimbabwe",0,1,2,1989,53.78,"90s",12,0,99.292555240821,63
61,181,133,45.86,5,"caught",2,"Australia","SR Tendulkar","India",1999,1,"Australia",0,1,1,1989,53.78,"90s",10,1,99.292555240821,63
40,168,133,30.07,4,"caught",1,"New Zealand","SR Tendulkar","India",2010,1,"India",1,0,1,1989,53.78,"90s",21,0,99.292555240821,63
64,167,131,48.85,4,"caught",3,"New Zealand","SR Tendulkar","India",2009,1,"New Zealand",0,1,2,1989,53.78,"90s",20,0,99.292555240821,63
85,178,130,65.38,5,"caught",3,"West Indies","SR Tendulkar","India",1994,1,"India",1,1,2,1989,53.78,"90s",5,0,99.292555240821,63
64,187,130,49.23,4,"caught",1,"South Africa","SR Tendulkar","India",2007,1,"South Africa",0,1,1,1989,53.78,"90s",18,0,99.292555240821,63
61,162,129,47.28,4,"caught",2,"New Zealand","SR Tendulkar","India",2010,1,"India",1,1,1,1989,53.78,"90s",21,0,99.292555240821,63
74,179,128,57.81,4,"caught",2,"Zimbabwe","SR Tendulkar","India",2001,1,"Zimbabwe",0,1,1,1989,53.78,"90s",12,0,99.292555240821,63
71,175,128,55.46,4,"lbw",1,"Australia","SR Tendulkar","India",2008,1,"Australia",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
22,157,126,17.46,4,"lbw",1,"Sri Lanka","SR Tendulkar","India",2005,1,"India",1,0,1,1989,53.78,"90s",16,1,99.292555240821,63
49,177,126,38.88,4,"caught",4,"Australia","SR Tendulkar","India",2008,1,"India",1,0,2,1989,53.78,"90s",19,1,99.292555240821,63
68,188,126,53.96,4,"caught",1,"Australia","SR Tendulkar","India",2008,1,"India",1,1,1,1989,53.78,"90s",19,1,99.292555240821,63
52,162,122,42.62,4,"lbw",4,"Australia","SR Tendulkar","India",1999,1,"Australia",0,0,2,1989,53.78,"90s",10,1,99.292555240821,63
54,186,122,44.26,4,"caught",4,"Sri Lanka","SR Tendulkar","India",2010,1,"Sri Lanka",0,0,2,1989,53.78,"90s",21,0,99.292555240821,63
47,159,120,39.16,5,"caught",3,"Australia","SR Tendulkar","India",2008,1,"India",1,0,2,1989,53.78,"90s",19,1,99.292555240821,63
36,124,119,30.25,4,"lbw",2,"Zimbabwe","SR Tendulkar","India",2002,1,"India",1,0,1,1989,53.78,"90s",13,0,99.292555240821,63
50,158,118,42.37,4,"caught",1,"England","SR Tendulkar","India",1993,1,"India",1,0,1,1989,53.78,"90s",4,0,99.292555240821,63
74,150,118,62.71,4,"caught",2,"West Indies","SR Tendulkar","India",2013,1,"India",1,1,1,1989,53.78,"90s",24,0,99.292555240821,63
63,173,115,54.78,4,"caught",2,"South Africa","SR Tendulkar","India",2006,1,"South Africa",0,1,1,1989,53.78,"90s",17,0,99.292555240821,63
62,128,114,54.38,4,"caught",1,"Zimbabwe","SR Tendulkar","India",1993,1,"India",1,1,1,1989,53.78,"90s",4,0,99.292555240821,63
76,138,114,66.66,4,"caught",1,"Australia","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,1,99.292555240821,63
92,160,113,81.41,4,"bowled",3,"England","SR Tendulkar","India",2002,1,"England",0,1,2,1989,53.78,"90s",13,0,99.292555240821,63
43,156,113,38.05,4,"bowled",2,"West Indies","SR Tendulkar","India",2002,1,"India",1,0,1,1989,53.78,"90s",13,0,99.292555240821,63
88,186,111,79.27,4,"caught",1,"Australia","SR Tendulkar","India",2008,1,"India",1,1,1,1989,53.78,"90s",19,1,99.292555240821,63
56,178,110,50.9,4,"not out",4,"Pakistan","SR Tendulkar","India",2007,0,"India",1,1,2,1989,53.78,"90s",18,0,99.292555240821,63
82,146,109,75.22,4,"bowled",1,"Pakistan","SR Tendulkar","India",2007,1,"India",1,1,1,1989,53.78,"90s",18,0,99.292555240821,63
65,153,107,60.74,5,"caught",3,"Australia","SR Tendulkar","India",2001,1,"India",1,1,2,1989,53.78,"90s",12,1,99.292555240821,63
53,139,103,51.45,4,"bowled",2,"Sri Lanka","SR Tendulkar","India",2009,1,"India",1,1,1,1989,53.78,"90s",20,1,99.292555240821,63
52,147,102,50.98,4,"caught",1,"Pakistan","SR Tendulkar","India",2005,1,"India",1,1,1,1989,53.78,"90s",16,0,99.292555240821,63
36,129,98,36.73,5,"caught",3,"South Africa","SR Tendulkar","India",1996,1,"India",1,0,2,1989,53.78,"90s",7,1,99.292555240821,63
16,140,98,16.32,4,"caught",4,"Pakistan","SR Tendulkar","India",2005,1,"India",1,0,2,1989,53.78,"90s",16,0,99.292555240821,63
73,151,98,74.48,4,"bowled",2,"Australia","SR Tendulkar","India",2011,1,"Australia",0,1,1,1989,53.78,"90s",22,1,99.292555240821,63
74,111,97,76.28,4,"caught",3,"England","SR Tendulkar","India",1996,1,"England",0,1,2,1989,53.78,"90s",7,0,99.292555240821,63
23,129,93,24.73,4,"caught",2,"Sri Lanka","SR Tendulkar","India",1997,1,"India",1,0,1,1989,53.78,"90s",8,0,99.292555240821,63
67,118,93,72.04,4,"lbw",2,"New Zealand","SR Tendulkar","India",1999,1,"New Zealand",0,1,1,1989,53.78,"90s",10,0,99.292555240821,63
52,117,91,57.14,4,"caught",3,"Pakistan","SR Tendulkar","India",2005,1,"India",1,1,2,1989,53.78,"90s",16,0,99.292555240821,63
40,122,91,43.95,4,"caught",1,"Sri Lanka","SR Tendulkar","India",2009,1,"India",1,0,1,1989,53.78,"90s",20,1,99.292555240821,63
14,146,91,15.38,4,"not out",4,"South Africa","SR Tendulkar","India",2011,0,"South Africa",0,0,2,1989,53.78,"90s",22,1,99.292555240821,63
54,114,89,60.67,4,"lbw",2,"England","SR Tendulkar","India",2002,1,"England",0,1,1,1989,53.78,"90s",13,0,99.292555240821,63
60,108,89,67.41,4,"not out",3,"Australia","SR Tendulkar","India",2004,0,"Australia",0,1,2,1989,53.78,"90s",15,1,99.292555240821,63
44,113,89,49.43,4,"caught",1,"South Africa","SR Tendulkar","India",2006,1,"South Africa",0,1,1,1989,53.78,"90s",17,0,99.292555240821,63
41,133,89,46.06,4,"bowled",1,"Australia","SR Tendulkar","India",2012,1,"Australia",0,1,1,1989,53.78,"90s",23,1,99.292555240821,63
52,98,88,59.09,4,"not out",1,"New Zealand","SR Tendulkar","India",1995,0,"India",1,1,1,1989,53.78,"90s",6,0,99.292555240821,63
35,96,88,39.77,4,"caught",1,"West Indies","SR Tendulkar","India",2002,1,"India",1,0,1,1989,53.78,"90s",13,0,99.292555240821,63
79,109,86,91.86,4,"caught",2,"Australia","SR Tendulkar","India",1998,1,"India",1,1,1,1989,53.78,"90s",9,1,99.292555240821,63
56,136,86,65.11,4,"lbw",4,"England","SR Tendulkar","India",2011,1,"England",0,1,2,1989,53.78,"90s",22,1,99.292555240821,63
62,108,85,72.94,4,"caught",1,"New Zealand","SR Tendulkar","India",2009,1,"New Zealand",0,1,1,1989,53.78,"90s",20,0,99.292555240821,63
55,120,83,66.26,4,"caught",3,"Australia","SR Tendulkar","India",2004,1,"India",1,1,2,1989,53.78,"90s",15,1,99.292555240821,63
26,87,81,32.09,4,"caught",4,"England","SR Tendulkar","India",2001,1,"India",1,0,2,1989,53.78,"90s",12,0,99.292555240821,63
37,125,81,45.67,4,"caught",2,"Australia","SR Tendulkar","India",2013,1,"India",1,1,1,1989,53.78,"90s",24,1,99.292555240821,63
44,107,79,55.69,5,"caught",3,"Australia","SR Tendulkar","India",2003,1,"Australia",0,1,2,1989,53.78,"90s",14,1,99.292555240821,63
37,104,78,47.43,4,"lbw",2,"England","SR Tendulkar","India",2007,1,"England",0,1,1,1989,53.78,"90s",18,0,99.292555240821,63
62,113,77,80.51,4,"bowled",2,"Australia","SR Tendulkar","India",2007,1,"Australia",0,1,1,1989,53.78,"90s",18,1,99.292555240821,63
53,125,77,68.83,4,"not out",4,"Australia","SR Tendulkar","India",2010,0,"India",1,1,2,1989,53.78,"90s",21,1,99.292555240821,63
21,120,76,27.63,4,"caught",1,"South Africa","SR Tendulkar","India",2000,1,"India",1,0,1,1989,53.78,"90s",11,1,99.292555240821,63
51,120,74,68.91,4,"bowled",3,"New Zealand","SR Tendulkar","India",2002,1,"New Zealand",0,1,2,1989,53.78,"90s",13,0,99.292555240821,63
47,95,72,65.27,5,"caught",1,"New Zealand","SR Tendulkar","India",1998,1,"New Zealand",0,1,1,1989,53.78,"90s",9,0,99.292555240821,63
41,88,72,56.94,4,"caught",2,"Sri Lanka","SR Tendulkar","India",2010,1,"Sri Lanka",0,1,1,1989,53.78,"90s",21,0,99.292555240821,63
41,78,71,57.74,4,"caught",2,"Pakistan","SR Tendulkar","India",2005,1,"India",1,1,1,1989,53.78,"90s",16,0,99.292555240821,63
38,74,71,53.52,4,"caught",1,"West Indies","SR Tendulkar","India",2011,1,"India",1,1,1,1989,53.78,"90s",22,0,99.292555240821,63
25,94,69,36.23,4,"caught",2,"Australia","SR Tendulkar","India",2012,1,"Australia",0,0,1,1989,53.78,"90s",23,1,99.292555240821,63
34,103,68,50,5,"caught",2,"Zimbabwe","SR Tendulkar","India",1998,1,"Zimbabwe",0,1,1,1989,53.78,"90s",9,0,99.292555240821,63
34,90,68,50,4,"bowled",1,"England","SR Tendulkar","India",2002,1,"England",0,1,1,1989,53.78,"90s",13,0,99.292555240821,63
12,84,68,17.64,5,"lbw",4,"England","SR Tendulkar","India",2011,1,"England",0,0,2,1989,53.78,"90s",22,1,99.292555240821,63
23,85,66,34.84,4,"caught",1,"Sri Lanka","SR Tendulkar","India",2005,1,"India",1,0,1,1989,53.78,"90s",16,1,99.292555240821,63
29,99,65,44.61,4,"caught",3,"Pakistan","SR Tendulkar","India",1999,1,"India",1,0,2,1989,53.78,"90s",10,1,99.292555240821,63
36,85,65,55.38,4,"caught",1,"West Indies","SR Tendulkar","India",2002,1,"India",1,1,1,1989,53.78,"90s",13,0,99.292555240821,63
49,98,65,75.38,5,"caught",2,"New Zealand","SR Tendulkar","India",2009,1,"New Zealand",0,1,1,1989,53.78,"90s",20,0,99.292555240821,63
42,80,64,65.62,4,"caught",1,"South Africa","SR Tendulkar","India",1996,1,"India",1,1,1,1989,53.78,"90s",7,1,99.292555240821,63
31,75,64,48.43,4,"caught",3,"Australia","SR Tendulkar","India",1998,1,"India",1,1,2,1989,53.78,"90s",9,1,99.292555240821,63
32,73,64,50,4,"not out",4,"South Africa","SR Tendulkar","India",2004,0,"India",1,1,2,1989,53.78,"90s",15,1,99.292555240821,63
38,106,64,59.37,4,"caught",4,"Australia","SR Tendulkar","India",2010,1,"India",1,1,2,1989,53.78,"90s",21,1,99.292555240821,63
41,94,63,65.07,4,"bowled",2,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,1,1,1989,53.78,"90s",13,0,99.292555240821,63
18,91,62,29.03,4,"bowled",2,"South Africa","SR Tendulkar","India",1996,1,"India",1,0,1,1989,53.78,"90s",7,1,99.292555240821,63
14,88,62,22.58,5,"lbw",3,"South Africa","SR Tendulkar","India",2007,1,"South Africa",0,0,2,1989,53.78,"90s",18,0,99.292555240821,63
19,86,62,30.64,4,"bowled",1,"New Zealand","SR Tendulkar","India",2012,1,"India",1,0,1,1989,53.78,"90s",23,0,99.292555240821,63
16,94,61,26.22,5,"caught",2,"England","SR Tendulkar","India",2002,1,"England",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
40,92,60,66.66,4,"run out",3,"England","SR Tendulkar","India",2011,1,"England",0,1,2,1989,53.78,"90s",22,1,99.292555240821,63
31,81,59,52.54,4,"bowled",2,"England","SR Tendulkar","India",1996,1,"England",0,1,1,1989,53.78,"90s",7,0,99.292555240821,63
37,79,59,62.71,4,"lbw",4,"Australia","SR Tendulkar","India",2003,1,"Australia",0,1,2,1989,53.78,"90s",14,1,99.292555240821,63
34,90,58,58.62,4,"caught",2,"England","SR Tendulkar","India",2011,1,"England",0,1,1,1989,53.78,"90s",22,1,99.292555240821,63
34,77,57,59.64,5,"caught",4,"England","SR Tendulkar","India",2006,1,"India",1,1,2,1989,53.78,"90s",17,0,99.292555240821,63
40,72,55,72.72,4,"caught",2,"West Indies","SR Tendulkar","India",1994,1,"India",1,1,1,1989,53.78,"90s",5,0,99.292555240821,63
35,72,55,63.63,4,"caught",1,"South Africa","SR Tendulkar","India",1997,1,"South Africa",0,1,1,1989,53.78,"90s",8,1,99.292555240821,63
36,79,55,65.45,4,"lbw",1,"Bangladesh","SR Tendulkar","India",2004,1,"Bangladesh",0,1,1,1989,53.78,"90s",15,0,99.292555240821,63
12,90,55,21.81,4,"run out",3,"Australia","SR Tendulkar","India",2008,1,"India",1,0,2,1989,53.78,"90s",19,1,99.292555240821,63
53,94,54,98.14,4,"caught",1,"Sri Lanka","SR Tendulkar","India",1999,1,"Sri Lanka",0,1,1,1989,53.78,"90s",10,0,99.292555240821,63
15,76,54,27.77,4,"caught",2,"New Zealand","SR Tendulkar","India",1999,1,"India",1,0,1,1989,53.78,"90s",10,0,99.292555240821,63
20,82,54,37.03,4,"bowled",2,"South Africa","SR Tendulkar","India",2004,1,"India",1,0,1,1989,53.78,"90s",15,1,99.292555240821,63
45,82,53,84.9,4,"lbw",1,"Australia","SR Tendulkar","India",2000,1,"Australia",0,1,1,1989,53.78,"90s",11,1,99.292555240821,63
20,76,53,37.73,4,"caught",3,"South Africa","SR Tendulkar","India",2000,1,"India",1,0,2,1989,53.78,"90s",11,1,99.292555240821,63
32,99,53,60.37,4,"lbw",2,"Australia","SR Tendulkar","India",2013,1,"India",1,1,1,1989,53.78,"90s",24,1,99.292555240821,63
28,74,52,53.84,4,"caught",1,"Sri Lanka","SR Tendulkar","India",1993,1,"Sri Lanka",0,1,1,1989,53.78,"90s",4,0,99.292555240821,63
42,78,52,80.76,5,"lbw",4,"Zimbabwe","SR Tendulkar","India",2002,1,"India",1,1,2,1989,53.78,"90s",13,0,99.292555240821,63
31,69,50,62,4,"bowled",3,"Bangladesh","SR Tendulkar","India",2007,1,"Bangladesh",0,1,2,1989,53.78,"90s",18,0,99.292555240821,63
17,61,50,34,4,"bowled",2,"New Zealand","SR Tendulkar","India",2012,1,"India",1,0,1,1989,53.78,"90s",23,0,99.292555240821,63
36,41,49,73.46,4,"not out",4,"Zimbabwe","SR Tendulkar","India",2001,0,"Zimbabwe",0,1,2,1989,53.78,"90s",12,0,99.292555240821,63
32,55,48,66.66,4,"bowled",3,"New Zealand","SR Tendulkar","India",2002,1,"New Zealand",0,1,2,1989,53.78,"90s",13,0,99.292555240821,63
37,90,48,77.08,4,"caught",2,"England","SR Tendulkar","India",2008,1,"India",1,1,1,1989,53.78,"90s",19,0,99.292555240821,63
43,55,47,91.48,4,"caught",2,"New Zealand","SR Tendulkar","India",1994,1,"New Zealand",0,1,1,1989,53.78,"90s",5,0,99.292555240821,63
26,74,47,55.31,4,"bowled",4,"Pakistan","SR Tendulkar","India",2006,1,"Pakistan",0,1,2,1989,53.78,"90s",17,0,99.292555240821,63
20,78,46,43.47,4,"bowled",1,"Zimbabwe","SR Tendulkar","India",2001,1,"Zimbabwe",0,0,1,1989,53.78,"90s",12,0,99.292555240821,63
27,60,46,58.69,4,"bowled",2,"Sri Lanka","SR Tendulkar","India",2008,1,"Sri Lanka",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
32,73,46,69.56,4,"caught",4,"Australia","SR Tendulkar","India",2011,1,"Australia",0,1,2,1989,53.78,"90s",22,1,99.292555240821,63
15,58,45,33.33,4,"bowled",2,"South Africa","SR Tendulkar","India",1996,1,"South Africa",0,0,1,1989,53.78,"90s",7,1,99.292555240821,63
22,54,45,48.88,4,"not out",4,"South Africa","SR Tendulkar","India",2001,0,"South Africa",0,1,2,1989,53.78,"90s",12,1,99.292555240821,63
16,84,45,35.55,4,"lbw",2,"England","SR Tendulkar","India",2006,1,"India",1,0,1,1989,53.78,"90s",17,0,99.292555240821,63
8,43,44,18.18,4,"caught",4,"Sri Lanka","SR Tendulkar","India",1997,1,"Sri Lanka",0,0,2,1989,53.78,"90s",8,0,99.292555240821,63
34,70,43,79.06,4,"lbw",1,"West Indies","SR Tendulkar","India",1994,1,"India",1,1,1,1989,53.78,"90s",5,0,99.292555240821,63
11,57,42,26.19,4,"not out",4,"New Zealand","SR Tendulkar","India",1994,0,"New Zealand",0,0,2,1989,53.78,"90s",5,0,99.292555240821,63
