"runs","minutes","balls.faced","strike.rate","position","dismissal","inninng","opposition","player","team","year","event","country","home","goodsr","first","start","avg","cohort","years.played","top.team","rmean","rmedian"
62,160,102,60.78,5,"caught",1,"Zimbabwe","A Ranatunga","Sri Lanka",1994,1,"Zimbabwe",0,1,1,1982,35.69,"80s",12,0,70.3404068537329,60
51,138,99,51.51,5,"lbw",2,"England","A Ranatunga","Sri Lanka",1998,1,"England",0,1,1,1982,35.69,"80s",16,0,70.3404068537329,60
64,114,96,66.66,5,"caught",3,"New Zealand","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,1,2,1982,35.69,"80s",16,0,70.3404068537329,60
43,120,93,46.23,5,"caught",4,"South Africa","A Ranatunga","Sri Lanka",1998,1,"South Africa",0,1,2,1982,35.69,"80s",16,1,70.3404068537329,60
50,131,92,54.34,4,"caught",3,"New Zealand","A Ranatunga","Sri Lanka",1984,1,"Sri Lanka",1,1,2,1982,35.69,"80s",2,1,70.3404068537329,60
38,132,91,41.75,5,"caught",4,"Australia","A Ranatunga","Sri Lanka",1989,1,"Australia",0,0,2,1982,35.69,"80s",7,0,70.3404068537329,60
31,114,91,34.06,5,"caught",1,"West Indies","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,0,1,1982,35.69,"80s",11,0,70.3404068537329,60
76,162,91,83.51,5,"caught",3,"Pakistan","A Ranatunga","Sri Lanka",1995,1,"Pakistan",0,1,2,1982,35.69,"80s",13,1,70.3404068537329,60
12,121,80,15,5,"bowled",4,"India","A Ranatunga","Sri Lanka",1997,1,"India",0,0,2,1982,35.69,"80s",15,0,70.3404068537329,60
24,128,75,32,5,"bowled",1,"Pakistan","A Ranatunga","Sri Lanka",1995,1,"Pakistan",0,0,1,1982,35.69,"80s",13,1,70.3404068537329,60
49,122,74,66.21,5,"bowled",2,"New Zealand","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,1,1,1982,35.69,"80s",16,0,70.3404068537329,60
34,93,71,47.88,5,"caught",2,"Zimbabwe","A Ranatunga","Sri Lanka",1994,1,"Zimbabwe",0,1,1,1982,35.69,"80s",12,0,70.3404068537329,60
34,89,66,51.51,5,"caught",1,"New Zealand","A Ranatunga","Sri Lanka",1991,1,"New Zealand",0,1,1,1982,35.69,"80s",9,0,70.3404068537329,60
30,92,66,45.45,5,"caught",3,"New Zealand","A Ranatunga","Sri Lanka",1991,1,"New Zealand",0,1,2,1982,35.69,"80s",9,0,70.3404068537329,60
44,71,66,66.66,5,"caught",1,"South Africa","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,1,1,1982,35.69,"80s",11,1,70.3404068537329,60
45,92,65,69.23,5,"lbw",3,"Australia","A Ranatunga","Sri Lanka",1988,1,"Australia",0,1,2,1982,35.69,"80s",6,0,70.3404068537329,60
46,114,64,71.87,5,"bowled",3,"Australia","A Ranatunga","Sri Lanka",1995,1,"Australia",0,1,2,1982,35.69,"80s",13,1,70.3404068537329,60
66,81,62,106.45,5,"stumped",3,"Pakistan","A Ranatunga","Sri Lanka",1997,1,"Sri Lanka",1,1,2,1982,35.69,"80s",15,0,70.3404068537329,60
28,79,60,46.66,5,"caught",3,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,1,2,1982,35.69,"80s",12,0,70.3404068537329,60
30,90,60,50,5,"caught",1,"India","A Ranatunga","Sri Lanka",1997,1,"India",0,1,1,1982,35.69,"80s",15,0,70.3404068537329,60
15,83,58,25.86,5,"caught",1,"New Zealand","A Ranatunga","Sri Lanka",1987,1,"Sri Lanka",1,0,1,1982,35.69,"80s",5,0,70.3404068537329,60
27,103,57,47.36,5,"bowled",1,"Zimbabwe","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,1,1,1982,35.69,"80s",16,0,70.3404068537329,60
35,87,56,62.5,5,"caught",4,"England","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,1,2,1982,35.69,"80s",11,0,70.3404068537329,60
15,59,56,26.78,5,"caught",1,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,0,1,1982,35.69,"80s",12,0,70.3404068537329,60
36,100,55,65.45,5,"caught",2,"New Zealand","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,1,1,1982,35.69,"80s",16,0,70.3404068537329,60
32,79,54,59.25,5,"caught",1,"Australia","A Ranatunga","Sri Lanka",1995,1,"Australia",0,1,1,1982,35.69,"80s",13,1,70.3404068537329,60
26,73,52,50,4,"lbw",2,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,1,1,1982,35.69,"80s",12,0,70.3404068537329,60
14,65,51,27.45,5,"caught",4,"India","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,0,2,1982,35.69,"80s",11,0,70.3404068537329,60
13,65,50,26,5,"caught",2,"West Indies","A Ranatunga","Sri Lanka",1997,1,"West Indies",0,0,1,1982,35.69,"80s",15,0,70.3404068537329,60
29,79,49,59.18,5,"caught",3,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,1,2,1982,35.69,"80s",12,0,70.3404068537329,60
13,58,45,28.88,5,"caught",3,"New Zealand","A Ranatunga","Sri Lanka",1997,1,"New Zealand",0,0,2,1982,35.69,"80s",15,0,70.3404068537329,60
14,48,40,35,5,"caught",2,"New Zealand","A Ranatunga","Sri Lanka",1997,1,"New Zealand",0,0,1,1982,35.69,"80s",15,0,70.3404068537329,60
18,39,36,50,5,"caught",2,"Australia","A Ranatunga","Sri Lanka",1992,1,"Sri Lanka",1,1,1,1982,35.69,"80s",10,0,70.3404068537329,60
9,29,30,30,5,"caught",2,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,0,1,1982,35.69,"80s",12,0,70.3404068537329,60
22,50,30,73.33,5,"not out",3,"Zimbabwe","A Ranatunga","Sri Lanka",1994,0,"Zimbabwe",0,1,2,1982,35.69,"80s",12,0,70.3404068537329,60
14,40,30,46.66,5,"caught",1,"India","A Ranatunga","Sri Lanka",1997,1,"Sri Lanka",1,1,1,1982,35.69,"80s",15,0,70.3404068537329,60
9,32,29,31.03,5,"caught",4,"New Zealand","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,0,2,1982,35.69,"80s",16,0,70.3404068537329,60
20,27,26,76.92,5,"caught",2,"South Africa","A Ranatunga","Sri Lanka",1998,1,"South Africa",0,1,1,1982,35.69,"80s",16,1,70.3404068537329,60
4,39,25,16,5,"run out",1,"New Zealand","A Ranatunga","Sri Lanka",1998,1,"Sri Lanka",1,0,1,1982,35.69,"80s",16,0,70.3404068537329,60
7,26,23,30.43,5,"not out",1,"India","A Ranatunga","Sri Lanka",1993,0,"Sri Lanka",1,0,1,1982,35.69,"80s",11,0,70.3404068537329,60
4,30,23,17.39,5,"lbw",2,"New Zealand","A Ranatunga","Sri Lanka",1997,1,"New Zealand",0,0,1,1982,35.69,"80s",15,0,70.3404068537329,60
9,19,22,40.9,5,"caught",1,"India","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,0,1,1982,35.69,"80s",11,0,70.3404068537329,60
6,33,21,28.57,5,"caught",2,"Zimbabwe","A Ranatunga","Sri Lanka",1996,1,"Sri Lanka",1,0,1,1982,35.69,"80s",14,0,70.3404068537329,60
8,29,19,42.1,5,"lbw",2,"Pakistan","A Ranatunga","Sri Lanka",1995,1,"Pakistan",0,0,1,1982,35.69,"80s",13,1,70.3404068537329,60
13,20,18,72.22,5,"caught",3,"India","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,1,2,1982,35.69,"80s",11,0,70.3404068537329,60
13,44,17,76.47,5,"caught",3,"West Indies","A Ranatunga","Sri Lanka",1997,1,"West Indies",0,1,2,1982,35.69,"80s",15,0,70.3404068537329,60
9,23,13,69.23,5,"caught",2,"Pakistan","A Ranatunga","Sri Lanka",1994,1,"Sri Lanka",1,1,1,1982,35.69,"80s",12,1,70.3404068537329,60
0,12,10,0,5,"caught",1,"Pakistan","A Ranatunga","Sri Lanka",1994,1,"Sri Lanka",1,0,1,1982,35.69,"80s",12,1,70.3404068537329,60
11,17,8,137.5,5,"caught",1,"South Africa","A Ranatunga","Sri Lanka",1993,1,"Sri Lanka",1,1,1,1982,35.69,"80s",11,1,70.3404068537329,60
3,19,8,37.5,5,"caught",3,"India","A Ranatunga","Sri Lanka",1997,1,"India",0,0,2,1982,35.69,"80s",15,0,70.3404068537329,60
0,10,7,0,5,"caught",3,"South Africa","A Ranatunga","Sri Lanka",1998,1,"South Africa",0,0,2,1982,35.69,"80s",16,1,70.3404068537329,60
0,7,6,0,5,"lbw",3,"England","A Ranatunga","Sri Lanka",1984,1,"England",0,0,2,1982,35.69,"80s",2,0,70.3404068537329,60
0,3,4,0,5,"lbw",1,"Pakistan","A Ranatunga","Sri Lanka",1991,1,"Pakistan",0,0,1,1982,35.69,"80s",9,1,70.3404068537329,60
0,5,4,0,5,"caught",1,"New Zealand","A Ranatunga","Sri Lanka",1995,1,"New Zealand",0,0,1,1982,35.69,"80s",13,0,70.3404068537329,60
0,9,3,0,5,"caught",3,"Pakistan","A Ranatunga","Sri Lanka",1991,1,"Pakistan",0,0,2,1982,35.69,"80s",9,1,70.3404068537329,60
4,6,3,133.33,5,"caught",1,"Pakistan","A Ranatunga","Sri Lanka",1997,1,"Sri Lanka",1,1,1,1982,35.69,"80s",15,0,70.3404068537329,60
1,6,3,33.33,5,"run out",3,"India","A Ranatunga","Sri Lanka",1997,1,"Sri Lanka",1,0,2,1982,35.69,"80s",15,0,70.3404068537329,60
0,8,2,0,5,"caught",4,"Australia","A Ranatunga","Sri Lanka",1992,1,"Sri Lanka",1,0,2,1982,35.69,"80s",10,0,70.3404068537329,60
0,1,1,0,5,"lbw",1,"Pakistan","A Ranatunga","Sri Lanka",1992,1,"Pakistan",0,0,1,1982,35.69,"80s",10,1,70.3404068537329,60
0,1,1,0,5,"caught",3,"India","A Ranatunga","Sri Lanka",1994,1,"India",0,0,2,1982,35.69,"80s",12,0,70.3404068537329,60
0,2,1,0,5,"caught",1,"Pakistan","A Ranatunga","Sri Lanka",1995,1,"Pakistan",0,0,1,1982,35.69,"80s",13,1,70.3404068537329,60
163,479,343,47.52,5,"not out",2,"Zimbabwe","TM Dilshan","Sri Lanka",1999,0,"Zimbabwe",0,1,1,1999,40.98,"90s",0,0,63.678139970558,42
147,413,273,53.84,2,"bowled",2,"Australia","TM Dilshan","Sri Lanka",2012,1,"Australia",0,1,1,1999,40.98,"90s",13,1,63.678139970558,42
193,433,253,76.28,2,"bowled",2,"England","TM Dilshan","Sri Lanka",2011,1,"England",0,1,1,1999,40.98,"90s",12,1,63.678139970558,42
121,299,195,62.05,2,"lbw",2,"Pakistan","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,1,1999,40.98,"90s",13,0,63.678139970558,42
126,266,190,66.31,2,"caught",3,"Bangladesh","TM Dilshan","Sri Lanka",2013,1,"Sri Lanka",1,1,2,1999,40.98,"90s",14,0,63.678139970558,42
104,244,188,55.31,5,"caught",2,"Australia","TM Dilshan","Sri Lanka",2004,1,"Sri Lanka",1,1,1,1999,40.98,"90s",5,1,63.678139970558,42
101,235,180,56.11,2,"lbw",1,"Pakistan","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,1,1999,40.98,"90s",13,0,63.678139970558,42
92,257,168,54.76,2,"caught",1,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,1,1999,40.98,"90s",12,0,63.678139970558,42
109,278,160,68.12,2,"caught",1,"India","TM Dilshan","Sri Lanka",2009,1,"India",0,1,1,1999,40.98,"90s",10,1,63.678139970558,42
112,203,133,84.21,1,"caught",2,"India","TM Dilshan","Sri Lanka",2009,1,"India",0,1,1,1999,40.98,"90s",10,1,63.678139970558,42
83,185,131,63.35,5,"bowled",2,"England","TM Dilshan","Sri Lanka",2003,1,"Sri Lanka",1,1,1,1999,40.98,"90s",4,0,63.678139970558,42
123,208,131,93.89,2,"not out",3,"New Zealand","TM Dilshan","Sri Lanka",2009,0,"Sri Lanka",1,1,2,1999,40.98,"90s",10,0,63.678139970558,42
83,178,131,63.35,5,"caught",2,"Australia","TM Dilshan","Sri Lanka",2011,1,"Sri Lanka",1,1,1,1999,40.98,"90s",12,1,63.678139970558,42
100,162,129,77.51,5,"stumped",3,"England","TM Dilshan","Sri Lanka",2003,1,"Sri Lanka",1,1,2,1999,40.98,"90s",4,0,63.678139970558,42
31,173,102,30.39,5,"caught",2,"Pakistan","TM Dilshan","Sri Lanka",2000,1,"Pakistan",0,0,1,1999,40.98,"90s",1,1,63.678139970558,42
63,131,94,67.02,5,"caught",1,"England","TM Dilshan","Sri Lanka",2003,1,"Sri Lanka",1,1,1,1999,40.98,"90s",4,0,63.678139970558,42
50,145,94,53.19,2,"bowled",1,"England","TM Dilshan","Sri Lanka",2011,1,"England",0,1,1,1999,40.98,"90s",12,1,63.678139970558,42
78,126,79,98.73,2,"caught",2,"South Africa","TM Dilshan","Sri Lanka",2012,1,"South Africa",0,1,1,1999,40.98,"90s",13,1,63.678139970558,42
54,119,78,69.23,2,"bowled",3,"West Indies","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,2,1999,40.98,"90s",11,0,63.678139970558,42
36,116,74,48.64,2,"caught",3,"Australia","TM Dilshan","Sri Lanka",2011,1,"Sri Lanka",1,1,2,1999,40.98,"90s",12,1,63.678139970558,42
57,126,73,78.08,2,"bowled",4,"Bangladesh","TM Dilshan","Sri Lanka",2013,1,"Sri Lanka",1,1,2,1999,40.98,"90s",14,0,63.678139970558,42
92,108,72,127.77,2,"bowled",1,"New Zealand","TM Dilshan","Sri Lanka",2009,1,"Sri Lanka",1,1,1,1999,40.98,"90s",10,0,63.678139970558,42
41,118,70,58.57,2,"run out",1,"India","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,1,1999,40.98,"90s",11,1,63.678139970558,42
47,101,69,68.11,2,"caught",1,"South Africa","TM Dilshan","Sri Lanka",2011,1,"South Africa",0,1,1,1999,40.98,"90s",12,1,63.678139970558,42
45,83,67,67.16,5,"lbw",2,"South Africa","TM Dilshan","Sri Lanka",2006,1,"Sri Lanka",1,1,1,1999,40.98,"90s",7,0,63.678139970558,42
35,123,66,53.03,3,"caught",3,"England","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,2,1999,40.98,"90s",13,1,63.678139970558,42
54,107,63,85.71,2,"caught",1,"Bangladesh","TM Dilshan","Sri Lanka",2013,1,"Sri Lanka",1,1,1,1999,40.98,"90s",14,0,63.678139970558,42
34,100,61,55.73,2,"caught",1,"Australia","TM Dilshan","Sri Lanka",2013,1,"Australia",0,1,1,1999,40.98,"90s",14,1,63.678139970558,42
29,101,58,50,2,"caught",1,"New Zealand","TM Dilshan","Sri Lanka",2009,1,"Sri Lanka",1,1,1,1999,40.98,"90s",10,0,63.678139970558,42
56,96,58,96.55,2,"lbw",3,"Pakistan","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,2,1999,40.98,"90s",13,0,63.678139970558,42
68,70,47,144.68,2,"not out",4,"India","TM Dilshan","Sri Lanka",2010,0,"Sri Lanka",1,1,2,1999,40.98,"90s",11,1,63.678139970558,42
37,55,42,88.09,5,"caught",2,"Zimbabwe","TM Dilshan","Sri Lanka",1999,1,"Zimbabwe",0,1,1,1999,40.98,"90s",0,0,63.678139970558,42
33,73,42,78.57,1,"caught",3,"New Zealand","TM Dilshan","Sri Lanka",2009,1,"Sri Lanka",1,1,2,1999,40.98,"90s",10,0,63.678139970558,42
54,85,42,128.57,2,"caught",1,"India","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,1,1999,40.98,"90s",11,1,63.678139970558,42
9,34,36,25,5,"lbw",2,"Zimbabwe","TM Dilshan","Sri Lanka",1999,1,"Zimbabwe",0,0,1,1999,40.98,"90s",0,0,63.678139970558,42
26,59,34,76.47,2,"caught",3,"West Indies","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,2,1999,40.98,"90s",11,0,63.678139970558,42
10,69,33,30.3,5,"caught",2,"Zimbabwe","TM Dilshan","Sri Lanka",2004,1,"Zimbabwe",0,0,1,1999,40.98,"90s",5,0,63.678139970558,42
28,47,33,84.84,2,"lbw",4,"Pakistan","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,2,1999,40.98,"90s",13,0,63.678139970558,42
18,43,29,62.06,5,"caught",4,"South Africa","TM Dilshan","Sri Lanka",2006,1,"Sri Lanka",1,1,2,1999,40.98,"90s",7,0,63.678139970558,42
16,33,27,59.25,2,"lbw",3,"India","TM Dilshan","Sri Lanka",2009,1,"India",0,1,2,1999,40.98,"90s",10,1,63.678139970558,42
25,52,24,104.16,2,"caught",1,"India","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,1,1999,40.98,"90s",11,1,63.678139970558,42
14,33,23,60.86,2,"caught",4,"New Zealand","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,2,1999,40.98,"90s",13,0,63.678139970558,42
13,56,22,59.09,2,"caught",3,"India","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,2,1999,40.98,"90s",11,1,63.678139970558,42
19,32,22,86.36,5,"caught",1,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,1,1999,40.98,"90s",12,0,63.678139970558,42
14,41,21,66.66,2,"caught",3,"India","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,1,2,1999,40.98,"90s",11,1,63.678139970558,42
5,32,21,23.8,2,"caught",3,"Australia","TM Dilshan","Sri Lanka",2013,1,"Australia",0,0,2,1999,40.98,"90s",14,1,63.678139970558,42
11,31,20,55,2,"bowled",1,"Australia","TM Dilshan","Sri Lanka",2012,1,"Australia",0,1,1,1999,40.98,"90s",13,1,63.678139970558,42
7,31,19,36.84,5,"caught",3,"Pakistan","TM Dilshan","Sri Lanka",2000,1,"Pakistan",0,0,2,1999,40.98,"90s",1,1,63.678139970558,42
9,35,19,47.36,5,"bowled",3,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,2,1999,40.98,"90s",12,0,63.678139970558,42
12,27,18,66.66,2,"bowled",4,"Australia","TM Dilshan","Sri Lanka",2011,1,"Sri Lanka",1,1,2,1999,40.98,"90s",12,1,63.678139970558,42
14,19,16,87.5,2,"caught",1,"England","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,1,1999,40.98,"90s",13,1,63.678139970558,42
11,43,16,68.75,2,"caught",4,"Australia","TM Dilshan","Sri Lanka",2012,1,"Australia",0,1,2,1999,40.98,"90s",13,1,63.678139970558,42
5,27,14,35.71,5,"run out",4,"Pakistan","TM Dilshan","Sri Lanka",2000,1,"Pakistan",0,0,2,1999,40.98,"90s",1,1,63.678139970558,42
11,16,14,78.57,2,"caught",3,"India","TM Dilshan","Sri Lanka",2009,1,"India",0,1,2,1999,40.98,"90s",10,1,63.678139970558,42
11,27,12,91.66,5,"caught",3,"Pakistan","TM Dilshan","Sri Lanka",2006,1,"Sri Lanka",1,1,2,1999,40.98,"90s",7,0,63.678139970558,42
4,19,12,33.33,2,"bowled",1,"West Indies","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,0,1,1999,40.98,"90s",11,0,63.678139970558,42
4,22,12,33.33,2,"bowled",1,"Australia","TM Dilshan","Sri Lanka",2011,1,"Sri Lanka",1,0,1,1999,40.98,"90s",12,1,63.678139970558,42
8,17,10,80,5,"caught",1,"England","TM Dilshan","Sri Lanka",2006,1,"England",0,1,1,1999,40.98,"90s",7,0,63.678139970558,42
10,17,10,100,2,"caught",3,"England","TM Dilshan","Sri Lanka",2011,1,"England",0,1,2,1999,40.98,"90s",12,1,63.678139970558,42
6,25,9,66.66,2,"caught",3,"South Africa","TM Dilshan","Sri Lanka",2011,1,"South Africa",0,1,2,1999,40.98,"90s",12,1,63.678139970558,42
7,13,8,87.5,5,"caught",1,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,1,1999,40.98,"90s",12,0,63.678139970558,42
11,23,8,137.5,2,"caught",1,"England","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,1,1999,40.98,"90s",13,1,63.678139970558,42
5,11,8,62.5,2,"bowled",2,"New Zealand","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,1,1,1999,40.98,"90s",13,0,63.678139970558,42
6,19,7,85.71,2,"caught",1,"South Africa","TM Dilshan","Sri Lanka",2011,1,"South Africa",0,1,1,1999,40.98,"90s",12,1,63.678139970558,42
5,15,7,71.42,2,"caught",3,"South Africa","TM Dilshan","Sri Lanka",2012,1,"South Africa",0,1,2,1999,40.98,"90s",13,1,63.678139970558,42
6,8,6,100,4,"lbw",4,"Australia","TM Dilshan","Sri Lanka",2004,1,"Sri Lanka",1,1,2,1999,40.98,"90s",5,1,63.678139970558,42
8,10,6,133.33,4,"caught",3,"Pakistan","TM Dilshan","Sri Lanka",2009,1,"Pakistan",0,1,2,1999,40.98,"90s",10,0,63.678139970558,42
0,2,5,0,5,"lbw",4,"Zimbabwe","TM Dilshan","Sri Lanka",1999,1,"Zimbabwe",0,0,2,1999,40.98,"90s",0,0,63.678139970558,42
4,10,5,80,5,"bowled",2,"South Africa","TM Dilshan","Sri Lanka",2006,1,"Sri Lanka",1,1,1,1999,40.98,"90s",7,0,63.678139970558,42
3,5,5,60,5,"lbw",3,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,2,1999,40.98,"90s",12,0,63.678139970558,42
4,3,3,133.33,2,"caught",3,"Pakistan","TM Dilshan","Sri Lanka",2011,1,"UAE",0,1,2,1999,40.98,"90s",12,0,63.678139970558,42
4,6,3,133.33,2,"caught",3,"South Africa","TM Dilshan","Sri Lanka",2011,1,"South Africa",0,1,2,1999,40.98,"90s",12,1,63.678139970558,42
0,5,2,0,2,"caught",2,"West Indies","TM Dilshan","Sri Lanka",2010,1,"Sri Lanka",1,0,1,1999,40.98,"90s",11,0,63.678139970558,42
4,4,2,200,2,"caught",2,"Australia","TM Dilshan","Sri Lanka",2011,1,"Sri Lanka",1,1,1,1999,40.98,"90s",12,1,63.678139970558,42
0,7,2,0,2,"bowled",3,"England","TM Dilshan","Sri Lanka",2012,1,"Sri Lanka",1,0,2,1999,40.98,"90s",13,1,63.678139970558,42
0,3,2,0,2,"caught",2,"Bangladesh","TM Dilshan","Sri Lanka",2013,1,"Sri Lanka",1,0,1,1999,40.98,"90s",14,0,63.678139970558,42
0,2,1,0,5,"bowled",2,"Australia","TM Dilshan","Sri Lanka",2004,1,"Sri Lanka",1,0,1,1999,40.98,"90s",5,1,63.678139970558,42
0,1,1,0,1,"caught",2,"India","TM Dilshan","Sri Lanka",2009,1,"India",0,0,1,1999,40.98,"90s",10,1,63.678139970558,42
0,5,1,0,2,"caught",3,"Australia","TM Dilshan","Sri Lanka",2012,1,"Australia",0,0,2,1999,40.98,"90s",13,1,63.678139970558,42
47,169,111,42.34,3,"caught",2,"India","WPUJC Vaas","Sri Lanka",2008,1,"Sri Lanka",1,0,1,1994,24.32,"90s",14,1,41,28.5
8,51,36,22.22,4,"caught",4,"New Zealand","WPUJC Vaas","Sri Lanka",1997,1,"New Zealand",0,0,2,1994,24.32,"90s",3,0,41,28.5
10,30,21,47.61,5,"caught",1,"South Africa","WPUJC Vaas","Sri Lanka",2004,1,"Sri Lanka",1,1,1,1994,24.32,"90s",10,1,41,28.5
4,24,15,26.66,3,"caught",2,"New Zealand","WPUJC Vaas","Sri Lanka",2003,1,"Sri Lanka",1,0,1,1994,24.32,"90s",9,0,41,28.5
0,1,1,0,3,"bowled",3,"Pakistan","WPUJC Vaas","Sri Lanka",1999,1,"Bangladesh",0,0,2,1994,24.32,"90s",5,1,41,28.5
155,544,372,41.66,5,"not out",1,"Pakistan","LD Chandimal","Sri Lanka",2017,0,"UAE",0,0,1,2011,43.94,"Modern",6,0,92.7913372859025,52.5
164,472,361,45.42,5,"caught",2,"India","LD Chandimal","Sri Lanka",2017,1,"India",0,1,1,2011,43.94,"Modern",6,1,92.7913372859025,52.5
138,413,300,46,4,"caught",1,"Bangladesh","LD Chandimal","Sri Lanka",2017,1,"Sri Lanka",1,1,1,2011,43.94,"Modern",6,0,92.7913372859025,52.5
151,386,298,50.67,4,"caught",1,"West Indies","LD Chandimal","Sri Lanka",2015,1,"Sri Lanka",1,1,1,2011,43.94,"Modern",4,0,92.7913372859025,52.5
83,283,209,39.71,4,"caught",2,"New Zealand","LD Chandimal","Sri Lanka",2015,1,"New Zealand",0,0,1,2011,43.94,"Modern",4,0,92.7913372859025,52.5
62,258,195,31.79,5,"lbw",1,"Pakistan","LD Chandimal","Sri Lanka",2017,1,"UAE",0,0,1,2011,43.94,"Modern",6,0,92.7913372859025,52.5
89,244,166,53.61,5,"caught",3,"Pakistan","LD Chandimal","Sri Lanka",2013,1,"UAE",0,1,2,2011,43.94,"Modern",2,0,92.7913372859025,52.5
100,178,158,63.29,5,"not out",3,"Bangladesh","LD Chandimal","Sri Lanka",2014,0,"Bangladesh",0,1,2,2011,43.94,"Modern",3,0,92.7913372859025,52.5
58,174,132,43.93,4,"lbw",4,"New Zealand","LD Chandimal","Sri Lanka",2015,1,"New Zealand",0,0,2,2011,43.94,"Modern",4,0,92.7913372859025,52.5
65,156,127,51.18,2,"caught",4,"Pakistan","LD Chandimal","Sri Lanka",2012,1,"Sri Lanka",1,1,2,2011,43.94,"Modern",1,0,92.7913372859025,52.5
57,156,122,46.72,5,"lbw",1,"India","LD Chandimal","Sri Lanka",2017,1,"India",0,1,1,2011,43.94,"Modern",6,1,92.7913372859025,52.5
55,116,100,55,4,"caught",2,"Zimbabwe","LD Chandimal","Sri Lanka",2017,1,"Sri Lanka",1,1,1,2011,43.94,"Modern",6,0,92.7913372859025,52.5
36,114,89,40.44,5,"caught",3,"India","LD Chandimal","Sri Lanka",2017,1,"Sri Lanka",1,0,2,2011,43.94,"Modern",6,1,92.7913372859025,52.5
48,120,87,55.17,4,"caught",2,"India","LD Chandimal","Sri Lanka",2017,1,"Sri Lanka",1,1,1,2011,43.94,"Modern",6,1,92.7913372859025,52.5
61,111,82,74.39,5,"caught",3,"India","LD Chandimal","Sri Lanka",2017,1,"India",0,1,2,2011,43.94,"Modern",6,1,92.7913372859025,52.5
50,116,75,66.66,4,"not out",3,"Bangladesh","LD Chandimal","Sri Lanka",2017,0,"Sri Lanka",1,1,2,2011,43.94,"Modern",6,0,92.7913372859025,52.5
25,114,71,35.21,4,"bowled",1,"West Indies","LD Chandimal","Sri Lanka",2015,1,"Sri Lanka",1,0,1,2011,43.94,"Modern",4,0,92.7913372859025,52.5
28,96,57,49.12,5,"caught",2,"India","LD Chandimal","Sri Lanka",2017,1,"India",0,1,1,2011,43.94,"Modern",6,1,92.7913372859025,52.5
47,82,56,83.92,4,"caught",1,"New Zealand","LD Chandimal","Sri Lanka",2015,1,"New Zealand",0,1,1,2011,43.94,"Modern",4,0,92.7913372859025,52.5
15,82,54,27.77,4,"caught",1,"Australia","LD Chandimal","Sri Lanka",2016,1,"Sri Lanka",1,0,1,2011,43.94,"Modern",5,1,92.7913372859025,52.5
5,71,54,9.25,4,"caught",1,"Bangladesh","LD Chandimal","Sri Lanka",2017,1,"Sri Lanka",1,0,1,2011,43.94,"Modern",6,0,92.7913372859025,52.5
40,57,51,78.43,5,"bowled",2,"Bangladesh","LD Chandimal","Sri Lanka",2014,1,"Bangladesh",0,1,1,2011,43.94,"Modern",3,0,92.7913372859025,52.5
12,55,44,27.27,4,"caught",3,"West Indies","LD Chandimal","Sri Lanka",2015,1,"Sri Lanka",1,0,2,2011,43.94,"Modern",4,0,92.7913372859025,52.5
